sortation_center_id,inbound_date,planned_arrival_datetime,actual_arrival_datetime,,actual_pallets,planned_pallets,actual_packages,planned_packages,planned_truck_sequence,actual_truck_sequence,day_of_week,Promotion,TMAX,TMIN,AWND,PRCP,SNOW,RAFT,yesterday_packages,Time Delta,Truck Number,Total Daily Packages,percentage contribution
3858,5/10/2024,5/10/2024 21:01,5/10/2024 20:01,9:01:00 PM,7,7,499,499,10,9,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-60.00000001,9,10337,0.048273193
3858,5/10/2024,5/10/2024 21:01,5/10/2024 20:03,9:01:00 PM,14,14,976,976,9,11,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-58,10,10337,0.09441811
3858,5/10/2024,5/10/2024 21:15,5/10/2024 19:57,9:15:00 PM,6,6,485,485,11,8,Friday,0,73.6,43.6,9.266666667,0,0,8880,9281,-77.99999999,11,10337,0.046918835
3858,5/11/2024,5/11/2024 8:52,5/11/2024 8:08,8:52:00 AM,5,5,249,249,12,14,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-44,12,12432,0.020028958
3858,5/11/2024,5/11/2024 8:56,5/11/2024 7:49,8:56:00 AM,3,3,208,208,13,13,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-67,13,12432,0.016731017
3858,5/11/2024,5/11/2024 9:20,5/11/2024 8:47,9:20:00 AM,2,5,68,186,14,15,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-33,14,12432,0.005469755
3858,5/11/2024,5/11/2024 9:30,5/11/2024 7:46,9:30:00 AM,3,3,159,159,15,12,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-104,15,12432,0.012789575
3858,5/11/2024,5/11/2024 18:05,5/11/2024 17:11,6:05:00 PM,9,9,550,550,1,1,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-54,1,12432,0.044240669
3858,5/11/2024,5/11/2024 18:44,5/11/2024 18:04,6:44:00 PM,11,11,709,709,2,2,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-39.99999999,2,12432,0.057030245
3858,5/11/2024,5/11/2024 19:00,5/11/2024 19:19,7:00:00 PM,13,13,614,614,3,6,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,19,3,12432,0.049388674
3858,5/11/2024,5/11/2024 19:15,5/11/2024 18:35,7:15:00 PM,6,6,286,286,4,3,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-40,4,12432,0.023005148
3858,5/11/2024,5/11/2024 19:33,5/11/2024 23:12,7:33:00 PM,5,5,340,340,5,11,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,219,5,12432,0.027348777
3858,5/11/2024,5/11/2024 19:45,5/11/2024 18:56,7:45:00 PM,14,14,903,903,6,4,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-48.99999999,6,12432,0.072635135
3858,5/11/2024,5/11/2024 20:05,5/11/2024 19:16,8:05:00 PM,4,4,204,204,7,5,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-49,7,12432,0.016409266
3858,5/11/2024,5/11/2024 20:42,5/11/2024 20:10,8:42:00 PM,9,10,600,608,8,7,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-32,8,12432,0.048262548
3858,5/11/2024,5/11/2024 21:01,5/11/2024 20:15,9:01:00 PM,9,9,642,642,9,8,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-46,9,12432,0.051640927
3858,5/11/2024,5/11/2024 21:01,5/11/2024 20:30,9:01:00 PM,11,11,825,825,10,10,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-31.00000001,10,12432,0.066361004
3858,5/11/2024,5/11/2024 21:15,5/11/2024 20:17,9:15:00 PM,6,6,406,406,11,9,Saturday,0,76,46.4,5.966666667,0,0,14870,12432,-58,11,12432,0.032657658
3858,5/12/2024,5/12/2024 8:52,5/12/2024 8:22,8:52:00 AM,5,5,184,184,12,14,Sunday,0,84.8,58,10.5,0,0,6975,9545,-29.99999999,12,9250,0.019891892
3858,5/12/2024,5/12/2024 8:56,5/12/2024 7:23,8:56:00 AM,6,6,301,301,13,12,Sunday,0,84.8,58,10.5,0,0,6975,9545,-93,13,9250,0.032540541
3858,5/12/2024,5/12/2024 9:20,5/12/2024 8:34,9:20:00 AM,5,5,168,168,14,15,Sunday,0,84.8,58,10.5,0,0,6975,9545,-46,14,9250,0.018162162
3858,5/12/2024,5/12/2024 9:30,5/12/2024 7:33,9:30:00 AM,2,2,116,116,15,13,Sunday,0,84.8,58,10.5,0,0,6975,9545,-117,15,9250,0.012540541
3858,5/12/2024,5/12/2024 18:05,5/12/2024 17:15,6:05:00 PM,12,13,599,653,1,1,Sunday,0,84.8,58,10.5,0,0,6975,9545,-50,1,9250,0.064756757
3858,5/12/2024,5/12/2024 18:44,5/12/2024 18:04,6:44:00 PM,13,13,754,754,2,2,Sunday,0,84.8,58,10.5,0,0,6975,9545,-39.99999999,2,9250,0.081513514
3858,5/12/2024,5/12/2024 19:00,5/12/2024 18:12,7:00:00 PM,19,19,848,848,3,3,Sunday,0,84.8,58,10.5,0,0,6975,9545,-48,3,9250,0.091675676
3858,5/12/2024,5/12/2024 19:15,5/12/2024 18:48,7:15:00 PM,5,5,360,360,4,4,Sunday,0,84.8,58,10.5,0,0,6975,9545,-27,4,9250,0.038918919
3858,5/12/2024,5/12/2024 19:45,5/12/2024 19:26,7:45:00 PM,16,17,900,924,5,6,Sunday,0,84.8,58,10.5,0,0,6975,9545,-19,6,9250,0.097297297
3858,5/12/2024,5/12/2024 20:05,5/12/2024 19:12,8:05:00 PM,5,5,239,239,6,5,Sunday,0,84.8,58,10.5,0,0,6975,9545,-52.99999999,7,9250,0.025837838
3858,5/12/2024,5/12/2024 20:42,5/12/2024 20:00,8:42:00 PM,15,15,756,756,7,7,Sunday,0,84.8,58,10.5,0,0,6975,9545,-42,8,9250,0.08172973
3858,5/12/2024,5/12/2024 21:01,5/12/2024 20:05,9:01:00 PM,9,9,631,631,8,8,Sunday,0,84.8,58,10.5,0,0,6975,9545,-56,9,9250,0.068216216
3858,5/12/2024,5/12/2024 21:01,5/12/2024 20:08,9:01:00 PM,14,17,866,910,9,9,Sunday,0,84.8,58,10.5,0,0,6975,9545,-53.00000001,10,9250,0.093621622
3858,5/12/2024,5/12/2024 21:15,5/12/2024 20:09,9:15:00 PM,7,7,434,434,10,10,Sunday,0,84.8,58,10.5,0,0,6975,9545,-66,11,9250,0.046918919
3858,5/13/2024,5/13/2024 8:52,5/13/2024 7:55,8:52:00 AM,5,5,229,229,11,12,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-57,12,8492,0.026966557
3858,5/13/2024,5/13/2024 9:20,5/13/2024 8:57,9:20:00 AM,3,3,155,155,12,13,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-23,14,8492,0.018252473
3858,5/13/2024,5/13/2024 9:30,5/13/2024 6:59,9:30:00 AM,4,4,205,205,13,11,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-151,15,8492,0.024140367
3858,5/13/2024,5/13/2024 18:05,5/13/2024 17:39,6:05:00 PM,11,11,735,735,1,1,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-25.99999999,1,8492,0.086552049
3858,5/13/2024,5/13/2024 18:44,5/13/2024 18:49,6:44:00 PM,13,13,769,769,2,4,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,5.000000006,2,8492,0.090555817
3858,5/13/2024,5/13/2024 19:15,5/13/2024 18:45,7:15:00 PM,6,6,363,363,3,3,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-30,4,8492,0.042746114
3858,5/13/2024,5/13/2024 19:33,5/13/2024 18:16,7:33:00 PM,14,14,954,954,4,2,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-77,5,8492,0.112341027
3858,5/13/2024,5/13/2024 19:45,5/13/2024 19:05,7:45:00 PM,15,15,1019,1019,5,5,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-39.99999999,6,8492,0.11999529
3858,5/13/2024,5/13/2024 20:05,5/13/2024 19:26,8:05:00 PM,3,3,147,147,6,6,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-39,7,8492,0.01731041
3858,5/13/2024,5/13/2024 21:01,5/13/2024 20:03,9:01:00 PM,12,12,925,925,8,7,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-58,9,8492,0.108926048
3858,5/13/2024,5/13/2024 21:01,5/13/2024 20:56,9:01:00 PM,11,12,721,884,7,9,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-5.000000006,10,8492,0.084903439
3858,5/13/2024,5/13/2024 21:15,5/13/2024 20:13,9:15:00 PM,6,6,422,422,9,8,Monday,0,74.8,51.4,7.366666667,0,0,8004,9250,-61.99999999,11,8492,0.049693829
3858,5/14/2024,5/14/2024 8:52,5/14/2024 7:54,8:52:00 AM,2,2,151,151,10,11,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-57.99999999,12,9927,0.015211041
3858,5/14/2024,5/14/2024 8:56,5/14/2024 7:59,8:56:00 AM,7,7,357,357,11,12,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-57,13,9927,0.035962526
3858,5/14/2024,5/14/2024 9:20,5/14/2024 8:44,9:20:00 AM,4,4,188,188,12,13,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-36,14,9927,0.018938249
3858,5/14/2024,5/14/2024 9:30,5/14/2024 7:07,9:30:00 AM,5,5,198,198,13,10,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-143,15,9927,0.019945603
3858,5/14/2024,5/14/2024 18:05,5/14/2024 17:44,6:05:00 PM,10,10,462,462,1,1,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-21,1,9927,0.04653974
3858,5/14/2024,5/14/2024 18:44,5/14/2024 18:54,6:44:00 PM,12,12,678,678,2,5,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,10,2,9927,0.06829858
3858,5/14/2024,5/14/2024 19:00,5/14/2024 18:44,7:00:00 PM,14,14,771,771,3,2,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-16,3,9927,0.077666969
3858,5/14/2024,5/14/2024 19:15,5/14/2024 18:45,7:15:00 PM,5,5,348,348,4,3,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-30,4,9927,0.035055908
3858,5/14/2024,5/14/2024 19:45,5/14/2024 18:45,7:45:00 PM,12,13,743,821,5,4,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-60,6,9927,0.074846379
3858,5/14/2024,5/14/2024 20:05,5/14/2024 19:17,8:05:00 PM,4,4,248,248,6,6,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-48,7,9927,0.024982371
3858,5/14/2024,5/14/2024 20:42,5/14/2024 20:17,8:42:00 PM,13,13,674,674,7,9,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-25.00000001,8,9927,0.067895638
3858,5/14/2024,5/14/2024 21:01,5/14/2024 20:04,9:01:00 PM,12,12,936,936,9,7,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-57.00000001,9,9927,0.094288305
3858,5/14/2024,5/14/2024 21:01,5/14/2024 20:10,9:01:00 PM,12,12,751,751,8,8,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-51,10,9927,0.075652262
3858,5/14/2024,5/14/2024 21:15,5/14/2024 20:38,9:15:00 PM,7,7,423,423,10,10,Tuesday,0,71.8,48.8,7.6,0,0,5800,8492,-36.99999999,11,9927,0.042611061
3858,5/15/2024,5/15/2024 8:52,5/15/2024 7:54,8:52:00 AM,5,5,228,228,11,12,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-57.99999999,12,9226,0.024712768
3858,5/15/2024,5/15/2024 8:56,5/15/2024 8:10,8:56:00 AM,7,7,276,276,12,13,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-45.99999999,13,9226,0.029915456
3858,5/15/2024,5/15/2024 9:20,5/15/2024 8:58,9:20:00 AM,3,3,121,121,13,14,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-22,14,9226,0.013115109
3858,5/15/2024,5/15/2024 9:30,5/15/2024 7:24,9:30:00 AM,3,3,65,65,14,11,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-126,15,9226,0.007045307
3858,5/15/2024,5/15/2024 18:05,5/15/2024 17:35,6:05:00 PM,11,11,551,551,1,1,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-29.99999999,1,9226,0.059722523
3858,5/15/2024,5/15/2024 18:44,5/15/2024 18:30,6:44:00 PM,7,7,417,417,2,4,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-13.99999999,2,9226,0.045198352
3858,5/15/2024,5/15/2024 19:00,5/15/2024 18:24,7:00:00 PM,14,14,744,744,3,3,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-35.99999999,3,9226,0.080641665
3858,5/15/2024,5/15/2024 19:15,5/15/2024 18:51,7:15:00 PM,5,5,276,276,4,5,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-24,4,9226,0.029915456
3858,5/15/2024,5/15/2024 19:33,5/15/2024 18:12,7:33:00 PM,8,8,601,601,5,2,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-81,5,9226,0.06514199
3858,5/15/2024,5/15/2024 19:45,5/15/2024 19:10,7:45:00 PM,14,14,816,816,6,6,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-35,6,9226,0.088445697
3858,5/15/2024,5/15/2024 20:05,5/15/2024 19:16,8:05:00 PM,4,4,221,221,7,7,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-49,7,9226,0.023954043
3858,5/15/2024,5/15/2024 20:42,5/15/2024 20:13,8:42:00 PM,12,12,668,668,8,10,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-29,8,9226,0.072404075
3858,5/15/2024,5/15/2024 21:01,5/15/2024 19:48,9:01:00 PM,11,11,698,698,10,8,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-73.00000001,9,9226,0.075655755
3858,5/15/2024,5/15/2024 21:01,5/15/2024 20:11,9:01:00 PM,11,11,798,798,9,9,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-50.00000001,10,9226,0.086494689
3858,5/15/2024,5/15/2024 21:15,5/15/2024 20:39,9:15:00 PM,4,4,275,275,11,11,Wednesday,0,73.2,49,8.066666667,0.007234043,0,5278,9927,-35.99999999,11,9226,0.029807067
3858,5/16/2024,5/16/2024 8:52,5/16/2024 7:53,8:52:00 AM,5,6,195,204,12,13,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-58.99999999,12,10963,0.017787102
3858,5/16/2024,5/16/2024 8:56,5/16/2024 8:37,8:56:00 AM,6,6,201,201,13,14,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-19,13,10963,0.018334398
3858,5/16/2024,5/16/2024 9:20,5/16/2024 8:49,9:20:00 AM,3,3,149,149,14,15,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-31.00000001,14,10963,0.01359117
3858,5/16/2024,5/16/2024 9:30,5/16/2024 6:56,9:30:00 AM,1,3,12,76,15,12,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-154,15,10963,0.001094591
3858,5/16/2024,5/16/2024 18:05,5/16/2024 17:15,6:05:00 PM,8,8,483,483,1,1,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-50,1,10963,0.044057284
3858,5/16/2024,5/16/2024 18:44,5/16/2024 18:42,6:44:00 PM,9,9,408,408,2,3,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-1.999999996,2,10963,0.03721609
3858,5/16/2024,5/16/2024 19:00,5/16/2024 18:55,7:00:00 PM,12,13,689,733,3,4,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-4.999999995,3,10963,0.062847761
3858,5/16/2024,5/16/2024 19:15,5/16/2024 18:57,7:15:00 PM,5,5,267,267,4,5,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-18.00000001,4,10963,0.024354647
3858,5/16/2024,5/16/2024 19:33,5/16/2024 18:04,7:33:00 PM,9,9,624,624,5,2,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-89,5,10963,0.056918727
3858,5/16/2024,5/16/2024 19:45,5/16/2024 19:09,7:45:00 PM,14,14,763,763,6,6,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-35.99999999,6,10963,0.069597738
3858,5/16/2024,5/16/2024 20:05,5/16/2024 19:18,8:05:00 PM,2,2,82,82,7,7,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-47,7,10963,0.007479704
3858,5/16/2024,5/16/2024 20:42,5/16/2024 20:11,8:42:00 PM,11,11,575,575,8,8,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-31.00000001,8,10963,0.052449147
3858,5/16/2024,5/16/2024 21:01,5/16/2024 20:30,9:01:00 PM,11,11,815,815,10,9,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-31.00000001,9,10963,0.074340965
3858,5/16/2024,5/16/2024 21:01,5/16/2024 20:39,9:01:00 PM,13,13,775,775,9,10,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-22,10,10963,0.070692329
3858,5/16/2024,5/16/2024 21:15,5/16/2024 20:58,9:15:00 PM,5,5,335,335,11,11,Thursday,0,71.4,54,7.7,0.16125,0,5642,9226,-16.99999999,11,10963,0.030557329
3858,5/17/2024,5/17/2024 8:52,5/17/2024 8:05,8:52:00 AM,3,3,137,137,12,13,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-47,12,11942,0.011472115
3858,5/17/2024,5/17/2024 8:56,5/17/2024 8:49,8:56:00 AM,5,5,245,245,13,15,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-7.000000002,13,11942,0.020515826
3858,5/17/2024,5/17/2024 9:20,5/17/2024 8:47,9:20:00 AM,0,3,0,138,14,14,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-33,14,11942,0
3858,5/17/2024,5/17/2024 9:30,5/17/2024 7:02,9:30:00 AM,2,2,95,95,15,12,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-148,15,11942,0.007955116
3858,5/17/2024,5/17/2024 18:05,5/17/2024 17:12,6:05:00 PM,10,11,562,624,1,1,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-52.99999999,1,11942,0.047060794
3858,5/17/2024,5/17/2024 18:44,5/17/2024 18:33,6:44:00 PM,10,10,466,466,2,3,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-10.99999999,2,11942,0.039021939
3858,5/17/2024,5/17/2024 19:00,5/17/2024 18:15,7:00:00 PM,14,14,692,692,3,2,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-45,3,11942,0.057946743
3858,5/17/2024,5/17/2024 19:15,5/17/2024 18:42,7:15:00 PM,5,5,291,291,4,4,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-33,4,11942,0.024367778
3858,5/17/2024,5/17/2024 19:33,5/17/2024 20:40,7:33:00 PM,11,11,786,786,5,9,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,67,5,11942,0.065818121
3858,5/17/2024,5/17/2024 19:45,5/17/2024 18:43,7:45:00 PM,13,13,740,740,6,5,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-61.99999999,6,11942,0.06196617
3858,5/17/2024,5/17/2024 20:05,5/17/2024 20:00,8:05:00 PM,3,3,232,232,7,7,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-4.999999995,7,11942,0.019427232
3858,5/17/2024,5/17/2024 20:42,5/17/2024 20:00,8:42:00 PM,11,11,645,645,8,8,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-42,8,11942,0.054011053
3858,5/17/2024,5/17/2024 21:01,5/17/2024 19:58,9:01:00 PM,11,11,760,760,9,6,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,-63.00000001,9,11942,0.063640931
3858,5/17/2024,5/17/2024 21:01,5/17/2024 21:03,9:01:00 PM,10,11,853,859,10,10,Friday,0,82.2,54,9.933333333,0.015483871,0,5206,10963,1.999999996,10,11942,0.071428571
3858,5/18/2024,5/18/2024 8:52,5/18/2024 8:32,8:52:00 AM,4,5,174,202,11,14,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-19.99999999,12,9888,0.017597087
3858,5/18/2024,5/18/2024 8:56,5/18/2024 7:21,8:56:00 AM,6,6,307,307,12,11,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-95,13,9888,0.031047735
3858,5/18/2024,5/18/2024 9:20,5/18/2024 8:16,9:20:00 AM,4,5,118,169,13,13,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-64,14,9888,0.011933657
3858,5/18/2024,5/18/2024 9:30,5/18/2024 7:34,9:30:00 AM,3,3,220,220,14,12,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-116,15,9888,0.022249191
3858,5/18/2024,5/18/2024 18:05,5/18/2024 17:40,6:05:00 PM,6,6,419,419,1,1,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-25,1,9888,0.042374595
3858,5/18/2024,5/18/2024 18:44,5/18/2024 17:50,6:44:00 PM,8,8,525,525,2,2,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-54,2,9888,0.05309466
3858,5/18/2024,5/18/2024 19:00,5/18/2024 18:08,7:00:00 PM,14,15,719,729,3,3,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-51.99999999,3,9888,0.072714401
3858,5/18/2024,5/18/2024 19:33,5/18/2024 18:19,7:33:00 PM,11,11,645,645,4,4,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-74,5,9888,0.065230583
3858,5/18/2024,5/18/2024 19:45,5/18/2024 18:55,7:45:00 PM,12,12,755,755,5,5,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-50,6,9888,0.076355178
3858,5/18/2024,5/18/2024 20:05,5/18/2024 19:09,8:05:00 PM,5,5,238,238,6,6,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-55.99999999,7,9888,0.024069579
3858,5/18/2024,5/18/2024 20:42,5/18/2024 20:01,8:42:00 PM,11,11,611,611,7,8,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-41.00000001,8,9888,0.061792071
3858,5/18/2024,5/18/2024 21:01,5/18/2024 20:00,9:01:00 PM,12,12,798,798,9,7,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-61,9,9888,0.080703883
3858,5/18/2024,5/18/2024 21:01,5/18/2024 20:31,9:01:00 PM,10,10,858,858,8,10,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-30,10,9888,0.086771845
3858,5/18/2024,5/18/2024 21:15,5/18/2024 20:09,9:15:00 PM,5,5,420,420,10,9,Saturday,0,81.8,57,12,0.368090909,0,10366,11942,-66,11,9888,0.042475728
3858,5/19/2024,5/19/2024 8:52,5/19/2024 8:28,8:52:00 AM,4,4,209,209,11,14,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-23.99999999,12,8720,0.02396789
3858,5/19/2024,5/19/2024 8:56,5/19/2024 7:19,8:56:00 AM,6,6,290,290,12,11,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-97,13,8720,0.033256881
3858,5/19/2024,5/19/2024 9:20,5/19/2024 8:07,9:20:00 AM,2,3,112,127,13,13,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-73.00000001,14,8720,0.012844037
3858,5/19/2024,5/19/2024 9:30,5/19/2024 7:24,9:30:00 AM,2,2,141,141,14,12,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-126,15,8720,0.016169725
3858,5/19/2024,5/19/2024 18:05,5/19/2024 17:17,6:05:00 PM,10,10,584,584,1,1,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-48,1,8720,0.066972477
3858,5/19/2024,5/19/2024 18:44,5/19/2024 18:06,6:44:00 PM,13,13,799,799,2,3,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-38,2,8720,0.09162844
3858,5/19/2024,5/19/2024 19:00,5/19/2024 18:11,7:00:00 PM,14,15,767,784,3,4,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-48.99999999,3,8720,0.087958716
3858,5/19/2024,5/19/2024 19:15,5/19/2024 18:23,7:15:00 PM,6,6,313,313,4,5,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-52,4,8720,0.035894495
3858,5/19/2024,5/19/2024 19:33,5/19/2024 17:40,7:33:00 PM,12,12,750,750,5,2,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-113,5,8720,0.086009174
3858,5/19/2024,5/19/2024 20:05,5/19/2024 19:19,8:05:00 PM,4,4,245,245,6,6,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-46,7,8720,0.02809633
3858,5/19/2024,5/19/2024 20:42,5/19/2024 20:32,8:42:00 PM,11,13,596,724,7,10,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-10,8,8720,0.068348624
3858,5/19/2024,5/19/2024 21:01,5/19/2024 20:01,9:01:00 PM,13,13,1027,1027,9,7,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-60.00000001,9,8720,0.117775229
3858,5/19/2024,5/19/2024 21:01,5/19/2024 20:02,9:01:00 PM,12,12,891,891,8,8,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-59,10,8720,0.102178899
3858,5/19/2024,5/19/2024 21:15,5/19/2024 20:05,9:15:00 PM,5,5,416,416,10,9,Sunday,0,73.2,50,6.466666667,0.005063291,0,16287,9888,-70,11,8720,0.047706422
3858,5/20/2024,5/20/2024 8:52,5/20/2024 7:55,8:52:00 AM,6,7,312,313,11,13,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-57,12,7949,0.03925022
3858,5/20/2024,5/20/2024 8:56,5/20/2024 7:53,8:56:00 AM,8,8,458,458,12,12,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-63,13,7949,0.05761731
3858,5/20/2024,5/20/2024 9:20,5/20/2024 9:06,9:20:00 AM,6,6,232,232,13,14,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-14,14,7949,0.029186061
3858,5/20/2024,5/20/2024 9:30,5/20/2024 7:26,9:30:00 AM,5,5,244,244,14,11,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-124,15,7949,0.030695685
3858,5/20/2024,5/20/2024 18:05,5/20/2024 18:11,6:05:00 PM,12,12,729,729,1,2,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,6.000000009,1,7949,0.091709649
3858,5/20/2024,5/20/2024 18:44,5/20/2024 18:27,6:44:00 PM,15,15,885,885,2,3,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-16.99999999,2,7949,0.111334759
3858,5/20/2024,5/20/2024 19:15,5/20/2024 18:43,7:15:00 PM,7,7,438,438,3,4,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-32,4,7949,0.055101271
3858,5/20/2024,5/20/2024 19:33,5/20/2024 18:07,7:33:00 PM,13,13,907,907,4,1,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-86,5,7949,0.114102403
3858,5/20/2024,5/20/2024 19:45,5/20/2024 19:26,7:45:00 PM,15,15,998,998,5,6,Monday,0,76,56.2,5.366666667,0.393565217,0,16549,8720,-19,6,7949,0.125550384
